File,Samples,Accuracy,Precision,Recall,F1,Pred_Normal,Pred_Anomaly
KDD99_anomaly.csv,151658,0.9777855437893155,0.9864275026781999,0.9837883657683749,0.9851061666394048,38709,112949
KDD99_anomaly_0.csv,40609,0.9184909749070403,0.21745788667687596,0.19337267362687244,0.2047092743873138,38650,1959
KDD99_anomaly_1.csv,38436,0.9601155167030908,0.019193857965451054,1.0,0.03766478342749529,36873,1563
KDD99_anomaly_10.csv,38509,0.9601911241527955,0.06295843520782396,1.0,0.11845888441633122,36873,1636
KDD99_anomaly_11.csv,38409,0.9600874794969929,0.001953125,1.0,0.003898635477582846,36873,1536
KDD99_anomaly_12.csv,38410,0.960088518614944,0.002602472348731295,1.0,0.005191434133679429,36873,1537
KDD99_anomaly_13.csv,39445,0.9611357586512866,0.40396578538102645,1.0,0.5754638604264747,36873,2572
KDD99_anomaly_14.csv,38413,0.960091635644183,0.004545454545454545,1.0,0.00904977375565611,36873,1540
KDD99_anomaly_15.csv,39822,0.9615036914268494,0.4801627670396745,1.0,0.6487972508591066,36873,2949
KDD99_anomaly_16.csv,38408,0.9600864403249323,0.0013029315960912053,1.0,0.002602472348731295,36873,1535
KDD99_anomaly_17.csv,39426,0.9596205549637296,0.38532477947072974,0.942156862745098,0.5469550369948777,36932,2494
KDD99_anomaly_18.csv,38426,0.9601051371467235,0.0128783000643915,1.0,0.02542911633820725,36873,1553
KDD99_anomaly_2.csv,38414,0.9600926745457385,0.005191434133679429,1.0,0.010329244673983214,36873,1541
KDD99_anomaly_3.csv,38459,0.9601393691983671,0.033417402269861285,1.0,0.06467358145210494,36873,1586
KDD99_anomaly_4.csv,38418,0.9600968296111198,0.007766990291262136,1.0,0.015414258188824663,36873,1545
KDD99_anomaly_5.csv,38500,0.9601818181818181,0.057775046097111246,1.0,0.10923881464264962,36873,1627
KDD99_anomaly_6.csv,38427,0.9601061753454603,0.013513513513513514,1.0,0.02666666666666667,36873,1554
KDD99_anomaly_7.csv,38415,0.9600937133932058,0.005836575875486381,1.0,0.01160541586073501,36873,1542
KDD99_anomaly_8.csv,38413,0.960091635644183,0.004545454545454545,1.0,0.00904977375565611,36873,1540
KDD99_anomaly_9.csv,145607,0.9894716600163453,0.9859013739952545,1.0,0.9929006413967166,36873,108734
